Punto vendita,Data,Codice,Nome,Quantità,Prezzo,Totale
CAFEZAL_PREMUDA,2023-09-09 9:28:05,2230,MOCCA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-09 9:28:05,2070,BRIOCHE VUOTA,2,1.5,3
CAFEZAL_PREMUDA,2023-09-09 9:26:11,2133,BRIOCHE CREMA,2,2.5,5
CAFEZAL_PREMUDA,2023-09-09 9:26:11,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-09 9:26:11,2001,CAPPUCCINO,1,3,3
CAFEZAL_PREMUDA,2023-09-09 9:26:11,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-09 9:26:11,2133,BRIOCHE CREMA,2,2.5,5
CAFEZAL_PREMUDA,2023-09-09 9:26:11,2001,CAPPUCCINO,1,3,3
CAFEZAL_SOLFERINO,2023-09-09 9:18:01,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-09 9:18:01,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-09 9:18:01,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-09 9:18:01,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-09 9:17:46,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-09 9:17:46,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-09 9:14:47,1017,ATLANTICO,1,2,2
CAFEZAL_SOLFERINO,2023-09-09 9:14:47,1069,COOKIE,1,1,1
CAFEZAL_SOLFERINO,2023-09-09 9:14:47,1069,COOKIE,1,1,1
CAFEZAL_SOLFERINO,2023-09-09 9:14:47,1017,ATLANTICO,1,2,2
CAFEZAL_SOLFERINO,2023-09-09 9:13:13,1022,CAFFE LATTE,1,4,4
CAFEZAL_SOLFERINO,2023-09-09 9:13:13,1022,CAFFE LATTE,1,4,4
CAFEZAL_PREMUDA,2023-09-09 9:08:00,2070,BRIOCHE VUOTA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-09 9:08:00,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-09 9:08:00,2070,BRIOCHE VUOTA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-09 9:08:00,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,1174,BRIOCHE VUOTA,2,1.8,3.6
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,1086,CANNELES,2,2.5,5
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,1012,COLD BREW,2,4.5,9
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,1141,BRIOCHE CIOCCO ARANCIA,2,2.8,5.6
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,1141,BRIOCHE CIOCCO ARANCIA,2,2.8,5.6
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,1174,BRIOCHE VUOTA,2,1.8,3.6
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,2001,CAPPUCCINO,2,2.5,5
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,2001,CAPPUCCINO,2,2.5,5
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,1086,CANNELES,2,2.5,5
CAFEZAL_SOLFERINO,2023-09-09 9:06:26,1012,COLD BREW,2,4.5,9
CAFEZAL_PREMUDA,2023-09-09 9:04:29,2139,BRIOCHE CIOCCO,1,2.4,2.4
CAFEZAL_PREMUDA,2023-09-09 9:04:29,2139,BRIOCHE CIOCCO,1,2.4,2.4
CAFEZAL_PREMUDA,2023-09-09 9:04:29,2003,FLAT WHITE,2,3.8,7.6
CAFEZAL_PREMUDA,2023-09-09 9:04:29,2003,FLAT WHITE,2,3.8,7.6
CAFEZAL_PREMUDA,2023-09-09 9:02:28,2017,SINGLE ORIGIN,2,2,4
CAFEZAL_PREMUDA,2023-09-09 9:02:28,2141,BRIOCHE MARMELLATA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-09 9:02:28,2017,SINGLE ORIGIN,2,2,4
CAFEZAL_PREMUDA,2023-09-09 9:02:28,2141,BRIOCHE MARMELLATA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-09 8:55:48,2074,PASTICCIOTTO,1,3,3
CAFEZAL_PREMUDA,2023-09-09 8:55:48,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-09 8:55:48,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-09 8:55:48,2133,BRIOCHE CREMA,2,3,6
CAFEZAL_PREMUDA,2023-09-09 8:55:48,2133,BRIOCHE CREMA,2,3,6
CAFEZAL_PREMUDA,2023-09-09 8:55:48,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-09 8:55:48,2074,PASTICCIOTTO,1,3,3
CAFEZAL_PREMUDA,2023-09-09 8:55:48,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-09 8:51:42,2070,BRIOCHE VUOTA,2,1.5,3
CAFEZAL_PREMUDA,2023-09-09 8:51:42,2070,BRIOCHE VUOTA,2,1.5,3
CAFEZAL_PREMUDA,2023-09-09 8:51:42,2001,CAPPUCCINO,2,2.5,5
CAFEZAL_PREMUDA,2023-09-09 8:51:42,2001,CAPPUCCINO,2,2.5,5
CAFEZAL_PREMUDA,2023-09-09 8:39:01,2283,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-09 8:39:01,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-09 8:39:01,2283,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-09 8:39:01,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-09 8:36:31,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-09-09 8:36:31,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-09-08 18:42:15,2439,WET SUMATRA,1,19,19
CAFEZAL_PREMUDA,2023-09-08 18:42:15,2218,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_PREMUDA,2023-09-08 18:42:15,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-09-08 18:42:15,2218,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_PREMUDA,2023-09-08 18:42:15,2439,WET SUMATRA,1,19,19
CAFEZAL_PREMUDA,2023-09-08 18:42:15,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-09-08 18:37:14,2218,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_PREMUDA,2023-09-08 18:37:14,2217,FILTER 1 KENYA,1,5,5
CAFEZAL_PREMUDA,2023-09-08 18:37:14,2218,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_PREMUDA,2023-09-08 18:37:14,2217,FILTER 1 KENYA,1,5,5
CAFEZAL_PREMUDA,2023-09-08 18:26:02,2069,COOKIE,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 18:26:02,2069,COOKIE,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 18:11:39,2140,BRIOCHE CIOCCO GRAN LAMP,1,2.8,2.8
CAFEZAL_PREMUDA,2023-09-08 18:11:39,2140,BRIOCHE CIOCCO GRAN LAMP,1,2.8,2.8
CAFEZAL_PREMUDA,2023-09-08 18:11:39,2015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 18:11:39,2015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 17:55:43,1106,ACQUA TONICA,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-09-08 17:55:43,1017,ATLANTICO,1,2,2
CAFEZAL_SOLFERINO,2023-09-08 17:55:43,1017,ATLANTICO,1,2,2
CAFEZAL_SOLFERINO,2023-09-08 17:55:43,1106,ACQUA TONICA,1,3.5,3.5
CAFEZAL_PREMUDA,2023-09-08 17:54:18,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 17:54:18,2069,COOKIE,1,2,2
CAFEZAL_PREMUDA,2023-09-08 17:54:18,2069,COOKIE,1,2,2
CAFEZAL_PREMUDA,2023-09-08 17:54:18,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 17:51:21,1210,KOMBUCHA,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-09-08 17:51:21,1102,COLD BREW TONIC,1,6.5,6.5
CAFEZAL_SOLFERINO,2023-09-08 17:51:21,1210,KOMBUCHA,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-09-08 17:51:21,1102,COLD BREW TONIC,1,6.5,6.5
CAFEZAL_PREMUDA,2023-09-08 17:35:57,2056,GARIBALDI 250GR,1,12.5,12.5
CAFEZAL_PREMUDA,2023-09-08 17:35:57,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 17:35:57,2056,GARIBALDI 250GR,1,12.5,12.5
CAFEZAL_PREMUDA,2023-09-08 17:35:57,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 17:34:50,2094,SPREMUTA,1,5,5
CAFEZAL_PREMUDA,2023-09-08 17:34:50,2283,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 17:34:50,2094,SPREMUTA,1,5,5
CAFEZAL_PREMUDA,2023-09-08 17:34:50,2283,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 17:25:17,2018,SINGLE ORIGIN DOPPIO,1,3,3
CAFEZAL_PREMUDA,2023-09-08 17:25:17,2018,SINGLE ORIGIN DOPPIO,1,3,3
CAFEZAL_PREMUDA,2023-09-08 17:14:27,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 17:14:27,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 17:09:18,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 17:09:18,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 17:09:11,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 17:09:11,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 17:09:11,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 17:09:11,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 17:06:57,2364,MARACUJA,1,19,19
CAFEZAL_SOLFERINO,2023-09-08 17:06:57,2364,MARACUJA,1,19,19
CAFEZAL_SOLFERINO,2023-09-08 17:06:26,2367,PEDEGRAL,1,14.5,14.5
CAFEZAL_SOLFERINO,2023-09-08 17:06:26,2367,PEDEGRAL,1,14.5,14.5
CAFEZAL_SOLFERINO,2023-09-08 17:06:26,1055,BLACK LION 250GR,1,15.5,15.5
CAFEZAL_SOLFERINO,2023-09-08 17:06:26,1056,GARIBALDI 250GR,1,12.5,12.5
CAFEZAL_SOLFERINO,2023-09-08 17:06:26,1055,BLACK LION 250GR,1,15.5,15.5
CAFEZAL_SOLFERINO,2023-09-08 17:06:26,1056,GARIBALDI 250GR,1,12.5,12.5
CAFEZAL_SOLFERINO,2023-09-08 16:55:20,2364,MARACUJA,1,19,19
CAFEZAL_SOLFERINO,2023-09-08 16:55:20,2364,MARACUJA,1,19,19
CAFEZAL_PREMUDA,2023-09-08 16:54:13,2091,BICCHIERE ACQUA,1,0.5,0.5
CAFEZAL_PREMUDA,2023-09-08 16:54:13,2015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 16:54:13,2091,BICCHIERE ACQUA,1,0.5,0.5
CAFEZAL_PREMUDA,2023-09-08 16:54:13,2015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 16:51:45,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 16:51:45,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_CSO_MAGENTA,2023-09-08 16:49:06,5010,GARIBALDI,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-09-08 16:49:06,5010,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 16:43:09,1329,BOTTIGLIA ACQUA,2,1.8,3.6
CAFEZAL_SOLFERINO,2023-09-08 16:43:09,1329,BOTTIGLIA ACQUA,2,1.8,3.6
CAFEZAL_SOLFERINO,2023-09-08 16:40:47,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 16:40:47,1102,COLD BREW TONIC,1,6.5,6.5
CAFEZAL_SOLFERINO,2023-09-08 16:40:47,1102,COLD BREW TONIC,1,6.5,6.5
CAFEZAL_SOLFERINO,2023-09-08 16:40:47,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 16:40:47,1217,FILTER TIER 1,1,5,5
CAFEZAL_SOLFERINO,2023-09-08 16:40:47,1217,FILTER TIER 1,1,5,5
CAFEZAL_SOLFERINO,2023-09-08 16:35:14,1210,KOMBUCHA,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-09-08 16:35:14,1219,FILTER TIER 3,1,10,10
CAFEZAL_SOLFERINO,2023-09-08 16:35:14,1210,KOMBUCHA,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-09-08 16:35:14,1219,FILTER TIER 3,1,10,10
CAFEZAL_SOLFERINO,2023-09-08 16:32:05,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 16:32:05,1021,SOIA/OAT,2,0.5,1
CAFEZAL_SOLFERINO,2023-09-08 16:32:05,1021,SOIA/OAT,2,0.5,1
CAFEZAL_SOLFERINO,2023-09-08 16:32:05,2358,PRANA CHAI 250GR,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-09-08 16:32:05,2358,PRANA CHAI 250GR,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-09-08 16:32:05,1003,FLAT WHITE,1,3.8,3.8
CAFEZAL_SOLFERINO,2023-09-08 16:32:05,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 16:32:05,1003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-09-08 16:30:25,2098,SUCCO NETTARE,1,3.5,3.5
CAFEZAL_PREMUDA,2023-09-08 16:30:25,155,BLACK LION 250GR,1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 16:30:25,2098,SUCCO NETTARE,1,3.5,3.5
CAFEZAL_PREMUDA,2023-09-08 16:30:25,155,BLACK LION 250GR,1,1.8,1.8
CAFEZAL_CSO_MAGENTA,2023-09-08 16:24:49,5036,CHEMEX FILTRI 6 CUPS,1,16,16
CAFEZAL_CSO_MAGENTA,2023-09-08 16:24:49,5018,CAFFE LATTE,2,4,8
CAFEZAL_CSO_MAGENTA,2023-09-08 16:24:49,5018,CAFFE LATTE,2,4,8
CAFEZAL_CSO_MAGENTA,2023-09-08 16:24:49,5036,CHEMEX FILTRI 6 CUPS,1,16,16
CAFEZAL_PREMUDA,2023-09-08 16:23:46,2201,CAPPUCCINO SINGLE ORIGIN,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 16:23:46,2201,CAPPUCCINO SINGLE ORIGIN,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 16:11:23,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 16:11:23,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 16:11:23,1329,BOTTIGLIA ACQUA,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-09-08 16:11:23,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 16:11:23,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 16:11:23,1329,BOTTIGLIA ACQUA,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-09-08 16:08:34,1211,THE LIMONE,1,5,5
CAFEZAL_SOLFERINO,2023-09-08 16:08:34,1211,THE LIMONE,1,5,5
CAFEZAL_SOLFERINO,2023-09-08 16:08:34,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 16:08:34,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2093,"ACQUA GASATA 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2270,COPERTO,2,1.5,3
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2270,COPERTO,2,1.5,3
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2417,ASIAN FRIED CHICKEN,1,15,15
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2069,COOKIE,2,3,6
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2093,"ACQUA GASATA 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2069,COOKIE,2,3,6
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2417,ASIAN FRIED CHICKEN,1,15,15
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2414,RISO GIALLO,1,12,12
CAFEZAL_PREMUDA,2023-09-08 16:08:14,2414,RISO GIALLO,1,12,12
CAFEZAL_SOLFERINO,2023-09-08 16:07:24,1018,BRASILE DOPPIO,1,3,3
CAFEZAL_SOLFERINO,2023-09-08 16:07:24,1005,CORTADO,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-09-08 16:07:24,1005,CORTADO,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-09-08 16:07:24,1018,BRASILE DOPPIO,1,3,3
CAFEZAL_PREMUDA,2023-09-08 16:04:46,2270,COPERTO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 16:04:46,2412,SPINACH SALAD,1,9,9
CAFEZAL_PREMUDA,2023-09-08 16:04:46,2412,SPINACH SALAD,1,9,9
CAFEZAL_PREMUDA,2023-09-08 16:04:46,2218,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_PREMUDA,2023-09-08 16:04:46,2270,COPERTO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 16:04:46,2218,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_SOLFERINO,2023-09-08 15:59:28,1329,BOTTIGLIA ACQUA,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-09-08 15:59:28,1018,BRASILE DOPPIO,1,3,3
CAFEZAL_SOLFERINO,2023-09-08 15:59:28,1329,BOTTIGLIA ACQUA,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-09-08 15:59:28,1018,BRASILE DOPPIO,1,3,3
CAFEZAL_SOLFERINO,2023-09-08 15:58:09,1005,CORTADO,2,2.8,5.6
CAFEZAL_SOLFERINO,2023-09-08 15:58:09,1012,COLD BREW,2,4.5,9
CAFEZAL_SOLFERINO,2023-09-08 15:58:09,1012,COLD BREW,2,4.5,9
CAFEZAL_SOLFERINO,2023-09-08 15:58:09,1005,CORTADO,2,2.8,5.6
CAFEZAL_CSO_MAGENTA,2023-09-08 15:56:33,5051,ATLANTICO 250G,1,14,14
CAFEZAL_CSO_MAGENTA,2023-09-08 15:56:33,5051,ATLANTICO 250G,1,14,14
CAFEZAL_SOLFERINO,2023-09-08 15:51:43,2364,MARACUJA,1,19,19
CAFEZAL_SOLFERINO,2023-09-08 15:51:43,2364,MARACUJA,1,19,19
CAFEZAL_SOLFERINO,2023-09-08 15:50:34,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 15:50:34,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 15:50:34,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 15:50:34,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 15:46:40,1021,SOIA/OAT,1,0.5,0.5
CAFEZAL_SOLFERINO,2023-09-08 15:46:40,1021,SOIA/OAT,1,0.5,0.5
CAFEZAL_SOLFERINO,2023-09-08 15:46:40,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 15:46:40,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 15:46:40,1005,CORTADO,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-09-08 15:46:40,1005,CORTADO,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-09-08 15:46:24,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 15:46:24,1015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 15:46:24,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 15:46:24,1015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2091,BICCHIERE ACQUA,1,0.5,0.5
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 15:44:53,2091,BICCHIERE ACQUA,1,0.5,0.5
CAFEZAL_PREMUDA,2023-09-08 15:34:16,2014,GARIBALDI,1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 15:34:16,2014,GARIBALDI,1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 15:34:16,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 15:34:16,2069,COOKIE,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 15:34:16,2069,COOKIE,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 15:34:16,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 15:34:16,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-09-08 15:34:16,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-09-08 15:29:47,155,BLACK LION 250GR,1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 15:29:47,155,BLACK LION 250GR,1,1.8,1.8
CAFEZAL_PREMUDA,2023-09-08 15:28:45,2283,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 15:28:45,2283,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 15:28:21,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 15:28:21,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 15:28:21,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 15:28:21,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-09-08 15:18:59,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-09-08 15:18:59,1217,FILTER TIER 1,1,5,5
CAFEZAL_SOLFERINO,2023-09-08 15:18:59,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-09-08 15:18:59,1217,FILTER TIER 1,1,5,5
CAFEZAL_PREMUDA,2023-09-08 15:14:31,2056,GARIBALDI 250GR,1,12.5,12.5
CAFEZAL_PREMUDA,2023-09-08 15:14:31,2056,GARIBALDI 250GR,1,12.5,12.5
CAFEZAL_SOLFERINO,2023-09-08 15:08:07,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-09-08 15:08:07,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-09-08 15:08:07,1003,FLAT WHITE,2,3.8,7.6
CAFEZAL_SOLFERINO,2023-09-08 15:08:07,1003,FLAT WHITE,2,3.8,7.6
CAFEZAL_PREMUDA,2023-09-08 15:08:00,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-09-08 15:08:00,2139,BRIOCHE CIOCCO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-09-08 15:08:00,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-09-08 15:08:00,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-09-08 15:08:00,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-09-08 15:08:00,2139,BRIOCHE CIOCCO,1,2.5,2.5
CAFEZAL_CSO_MAGENTA,2023-09-08 15:03:59,5068,CIOCCOLATINI,1,2,2
CAFEZAL_CSO_MAGENTA,2023-09-08 15:03:59,5010,GARIBALDI,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-09-08 15:03:59,5068,CIOCCOLATINI,1,2,2
CAFEZAL_CSO_MAGENTA,2023-09-08 15:03:59,5010,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 15:02:11,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 15:02:11,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-09-08 14:53:16,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-09-08 14:53:16,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-09-08 14:52:20,5002,FLAT WHITE,1,3.8,3.8
CAFEZAL_CSO_MAGENTA,2023-09-08 14:52:20,5002,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-09-08 14:43:56,2069,COOKIE,3,2.5,7.5
CAFEZAL_PREMUDA,2023-09-08 14:43:56,2093,"ACQUA GASATA 0,5L MICROFILTER",2,1.8,3.6
CAFEZAL_PREMUDA,2023-09-08 14:43:56,2413,ROYAL SALAD,1,12,12
CAFEZAL_PREMUDA,2023-09-08 14:43:56,2270,COPERTO,2,1.5,3
CAFEZAL_PREMUDA,2023-09-08 14:43:56,2418,SALMONE AL VAPORE,1,15,15
CAFEZAL_PREMUDA,2023-09-08 14:43:56,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-09-08 14:43:56,2069,COOKIE,3,2.5,7.5
CAFEZAL_PREMUDA,2023-09-08 14:43:56,2093,"ACQUA GASATA 0,5L MICROFILTER",2,1.8,3.6
CAFEZAL_PREMUDA,2023-09-08 14:43:56,2418,SALMONE AL VAPORE,1,15,15
