Punto vendita,Data,Codice,Nome,Quantità,Prezzo,Totale
CAFEZAL_SOLFERINO,2023-11-05 12:52:54,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:49:27,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:49:27,1073,BANANA BREAD,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-11-05 12:49:27,1094,SPREMUTA,1,5,5
CAFEZAL_PREMUDA,2023-11-05 12:48:54,2094,SPREMUTA,3,4.5,13.5
CAFEZAL_PREMUDA,2023-11-05 12:48:54,2141,BRIOCHE MARMELLATA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 12:48:54,2271,SERVIZIO,3,0.5,1.5
CAFEZAL_PREMUDA,2023-11-05 12:48:54,2014,GARIBALDI,4,1.5,6
CAFEZAL_PREMUDA,2023-11-05 12:47:43,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 12:47:43,2014,GARIBALDI,1,3.5,3.5
CAFEZAL_PREMUDA,2023-11-05 12:47:43,2223,THE DAMMAN,1,5,5
CAFEZAL_PREMUDA,2023-11-05 12:47:43,5313,MIGNON,1,2,2
CAFEZAL_PREMUDA,2023-11-05 12:46:56,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 12:46:56,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-11-05 12:46:56,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-11-05 12:45:11,2133,BRIOCHE CREMA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 12:45:11,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 12:45:11,5333,CARROT CAKE,1,4,4
CAFEZAL_PREMUDA,2023-11-05 12:45:11,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 12:45:11,2053,AMERICANO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 12:45:11,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_SOLFERINO,2023-11-05 12:38:28,1329,BOTTIGLIA ACQUA,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-11-05 12:38:28,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-11-05 12:38:19,5175,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_CSO_MAGENTA,2023-11-05 12:38:19,5061,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-11-05 12:34:20,1053,AMERICANO,1,2.5,2.5
CAFEZAL_CSO_MAGENTA,2023-11-05 12:31:56,5175,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_CSO_MAGENTA,2023-11-05 12:31:56,5005,CORTADO OAT,1,3.3,3.3
CAFEZAL_SOLFERINO,2023-11-05 12:29:49,1015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 12:29:49,5313,MIGNON,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-11-05 12:29:49,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 12:29:37,2142,BRIOCHE COTTO ROBIOLA,1,4.5,4.5
CAFEZAL_PREMUDA,2023-11-05 12:29:37,2015,GARIBALDI DOPPIO,2,2.5,5
CAFEZAL_PREMUDA,2023-11-05 12:29:37,2070,BRIOCHE VUOTA,2,1.5,3
CAFEZAL_PREMUDA,2023-11-05 12:29:37,2005,CORTADO,1,2.6,2.6
CAFEZAL_CSO_MAGENTA,2023-11-05 12:29:05,5233,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-11-05 12:28:44,5010,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-11-05 12:28:30,2014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-11-05 12:28:18,2283,BOTTIGLIA ACQUA,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-11-05 12:28:18,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:28:18,1094,SPREMUTA,1,5,5
CAFEZAL_CSO_MAGENTA,2023-11-05 12:28:06,5010,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:27:28,1022,CAFFE LATTE,1,4,4
CAFEZAL_SOLFERINO,2023-11-05 12:27:28,2144,BRIOCHE AVOCADO E PICO,1,6,6
CAFEZAL_SOLFERINO,2023-11-05 12:26:59,1002,CAPPUCCINO OAT,1,3,3
CAFEZAL_SOLFERINO,2023-11-05 12:26:00,1201,CAPPUCCINO SINGLE ORIGIN,1,3,3
CAFEZAL_SOLFERINO,2023-11-05 12:26:00,1073,BANANA BREAD,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-11-05 12:24:56,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:24:56,1073,BANANA BREAD,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-11-05 12:22:14,2142,BRIOCHE COTTO ROBIOLA,1,6,6
CAFEZAL_SOLFERINO,2023-11-05 12:22:14,1053,AMERICANO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 12:22:14,1004,FLAT WHITE OAT,2,4.3,8.6
CAFEZAL_PREMUDA,2023-11-05 12:22:01,2069,COOKIE,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 12:22:01,5313,MIGNON,2,2,4
CAFEZAL_PREMUDA,2023-11-05 12:22:01,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 12:22:01,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 12:22:01,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 12:22:01,2094,SPREMUTA,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-11-05 12:20:21,2283,BOTTIGLIA ACQUA,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-11-05 12:20:21,1022,CAFFE LATTE,1,4,4
CAFEZAL_SOLFERINO,2023-11-05 12:20:21,1053,AMERICANO,3,2.5,7.5
CAFEZAL_SOLFERINO,2023-11-05 12:19:40,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 12:19:40,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:18:19,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:18:19,1081,TOAST,1,7,7
CAFEZAL_SOLFERINO,2023-11-05 12:18:19,1327,LEMONAID,1,5,5
CAFEZAL_PREMUDA,2023-11-05 12:15:35,5331,BRIOCHE SPECIALE,2,3,6
CAFEZAL_PREMUDA,2023-11-05 12:15:35,2001,CAPPUCCINO,2,2,4
CAFEZAL_PREMUDA,2023-11-05 12:15:35,2271,SERVIZIO,2,0.5,1
CAFEZAL_CSO_MAGENTA,2023-11-05 12:15:20,5004,CORTADO,1,2.8,2.8
CAFEZAL_CSO_MAGENTA,2023-11-05 12:15:20,5341,CASTANHA 250GR,1,14,14
CAFEZAL_SOLFERINO,2023-11-05 12:15:06,1014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-11-05 12:15:03,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 12:12:56,5357,SPECIAL BRUNCH,1,50,50
CAFEZAL_SOLFERINO,2023-11-05 12:12:21,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:12:21,1217,FILTER TIER 1,1,5,5
CAFEZAL_PREMUDA,2023-11-05 12:10:42,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 12:10:42,2439,WET SUMATRA,1,15.5,15.5
CAFEZAL_PREMUDA,2023-11-05 12:10:42,2025,SINGLE ORIGIN 2,1,3.5,3.5
CAFEZAL_PREMUDA,2023-11-05 12:10:42,2053,AMERICANO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 12:09:49,2141,BRIOCHE MARMELLATA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 12:09:49,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-11-05 12:09:49,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 12:06:51,1022,CAFFE LATTE,1,4,4
CAFEZAL_PREMUDA,2023-11-05 12:05:10,2345,MUFFIN,1,3.5,3.5
CAFEZAL_PREMUDA,2023-11-05 12:05:10,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-11-05 12:05:06,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:05:06,1017,ATLANTICO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 12:04:47,5348,AVOEGG BRUNCH,1,46.4,46.4
CAFEZAL_SOLFERINO,2023-11-05 12:04:38,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:04:38,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 12:04:14,1022,CAFFE LATTE,1,4,4
CAFEZAL_SOLFERINO,2023-11-05 12:03:57,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-11-05 12:03:57,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 12:03:57,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 12:03:57,5313,MIGNON,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-11-05 12:02:58,2364,MARACUJA,2,19,38
CAFEZAL_PREMUDA,2023-11-05 12:02:38,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 12:02:38,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_CSO_MAGENTA,2023-11-05 12:01:51,5015,CAPPUCCINO DEK,1,2.5,2.5
CAFEZAL_CSO_MAGENTA,2023-11-05 12:01:51,5061,BANANA BREAD,1,4,4
CAFEZAL_CSO_MAGENTA,2023-11-05 12:01:51,5158,CAPPUCCINO SINGLE ORIGIN,1,2,2
CAFEZAL_SOLFERINO,2023-11-05 12:00:51,1017,ATLANTICO,2,2,4
CAFEZAL_SOLFERINO,2023-11-05 11:58:33,1017,ATLANTICO,1,2,2
CAFEZAL_SOLFERINO,2023-11-05 11:58:33,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:57:10,2271,SERVIZIO,3,0.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:57:10,2141,BRIOCHE MARMELLATA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:57:10,155,BLACK LION 250GR,1,1.8,1.8
CAFEZAL_PREMUDA,2023-11-05 11:57:10,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-11-05 11:57:10,2091,BICCHIERE ACQUA,1,0.5,0.5
CAFEZAL_SOLFERINO,2023-11-05 11:55:16,2142,BRIOCHE COTTO ROBIOLA,1,6,6
CAFEZAL_SOLFERINO,2023-11-05 11:55:16,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:54:17,2271,SERVIZIO,3,0.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:54:17,2001,CAPPUCCINO,3,2.5,7.5
CAFEZAL_PREMUDA,2023-11-05 11:54:17,2022,CAFFE LATTE,1,8,8
CAFEZAL_PREMUDA,2023-11-05 11:53:40,2001,CAPPUCCINO,2,2,4
CAFEZAL_PREMUDA,2023-11-05 11:53:40,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 11:53:40,2133,BRIOCHE CREMA,2,2.5,5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:50:48,5060,CROISSANT VUOTO,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:50:48,5010,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 11:49:50,1014,GARIBALDI,2,1.5,3
CAFEZAL_CSO_MAGENTA,2023-11-05 11:48:20,5010,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-11-05 11:47:39,1329,BOTTIGLIA ACQUA,1,1.8,1.8
CAFEZAL_PREMUDA,2023-11-05 11:47:27,2014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-11-05 11:47:11,1017,ATLANTICO,2,2,4
CAFEZAL_SOLFERINO,2023-11-05 11:47:11,1069,COOKIE,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:47:11,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:46:07,2141,BRIOCHE MARMELLATA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:46:07,2271,SERVIZIO,4,0.5,2
CAFEZAL_PREMUDA,2023-11-05 11:46:07,2345,MUFFIN,1,3.5,3.5
CAFEZAL_PREMUDA,2023-11-05 11:46:07,2001,CAPPUCCINO,2,2,4
CAFEZAL_PREMUDA,2023-11-05 11:44:49,2270,COPERTO,2,1.5,3
CAFEZAL_PREMUDA,2023-11-05 11:44:49,5324,GRILLED CHEESE SANDWICH,1,9,9
CAFEZAL_PREMUDA,2023-11-05 11:44:49,5316,SALMON AVO TOAST,1,9.5,9.5
CAFEZAL_PREMUDA,2023-11-05 11:44:49,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:44:49,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_CSO_MAGENTA,2023-11-05 11:44:41,5047,AMERICANO,1,2.5,2.5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:44:41,5158,CAPPUCCINO SINGLE ORIGIN,1,2,2
CAFEZAL_CSO_MAGENTA,2023-11-05 11:44:41,5233,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:44:24,5010,GARIBALDI,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:44:24,5060,CROISSANT VUOTO,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:44:24,5061,BANANA BREAD,1,4,4
CAFEZAL_CSO_MAGENTA,2023-11-05 11:44:24,5158,CAPPUCCINO SINGLE ORIGIN,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:43:52,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-11-05 11:43:52,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:43:49,5010,GARIBALDI,2,1.5,3
CAFEZAL_CSO_MAGENTA,2023-11-05 11:43:49,5061,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-11-05 11:43:37,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:43:32,2141,BRIOCHE MARMELLATA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:43:32,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-11-05 11:43:32,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:43:18,5341,CASTANHA 250GR,1,16,16
CAFEZAL_CSO_MAGENTA,2023-11-05 11:43:18,5060,CROISSANT VUOTO,2,1.5,3
CAFEZAL_CSO_MAGENTA,2023-11-05 11:42:40,5175,FILTER 2 COLOMBIA,2,6,12
CAFEZAL_PREMUDA,2023-11-05 11:42:17,1175,BRIOCHE VUOTA INTEGRALE,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:42:17,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:42:17,2053,AMERICANO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:42:17,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 11:41:24,2053,AMERICANO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:41:24,2201,CAPPUCCINO SINGLE ORIGIN,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:41:24,1175,BRIOCHE VUOTA INTEGRALE,2,2.5,5
CAFEZAL_PREMUDA,2023-11-05 11:41:24,2271,SERVIZIO,4,0.5,2
CAFEZAL_PREMUDA,2023-11-05 11:41:24,2133,BRIOCHE CREMA,2,2.5,5
CAFEZAL_PREMUDA,2023-11-05 11:41:24,2094,SPREMUTA,2,4.5,9
CAFEZAL_PREMUDA,2023-11-05 11:39:31,2093,"ACQUA GASATA 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-11-05 11:39:31,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:39:31,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:39:31,2001,CAPPUCCINO,2,2.5,5
CAFEZAL_PREMUDA,2023-11-05 11:39:31,2223,THE DAMMAN,1,5,5
CAFEZAL_PREMUDA,2023-11-05 11:39:31,5315,SCRAMBLED EGG TOAST,2,7,14
CAFEZAL_PREMUDA,2023-11-05 11:39:31,2094,SPREMUTA,2,4.5,9
CAFEZAL_PREMUDA,2023-11-05 11:39:31,5314,CAFEZAL TOAST,1,7,7
CAFEZAL_PREMUDA,2023-11-05 11:39:31,2270,COPERTO,3,1.5,4.5
CAFEZAL_PREMUDA,2023-11-05 11:39:10,5331,BRIOCHE SPECIALE,1,3,3
CAFEZAL_PREMUDA,2023-11-05 11:39:10,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-11-05 11:39:10,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 11:39:10,2139,BRIOCHE CIOCCO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:38:46,2094,SPREMUTA,1,4.5,4.5
CAFEZAL_PREMUDA,2023-11-05 11:38:46,2145,BRIOCHE CREMA CARCIOFI,1,5.5,5.5
CAFEZAL_PREMUDA,2023-11-05 11:38:46,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 11:38:46,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:38:07,2057,ATLANTICO 250G,1,14,14
CAFEZAL_SOLFERINO,2023-11-05 11:37:23,1014,GARIBALDI,2,1.5,3
CAFEZAL_CSO_MAGENTA,2023-11-05 11:35:17,5010,GARIBALDI,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:35:17,5060,CROISSANT VUOTO,1,1.5,1.5
CAFEZAL_CSO_MAGENTA,2023-11-05 11:34:28,5010,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 11:33:48,2001,CAPPUCCINO,2,2.5,5
CAFEZAL_PREMUDA,2023-11-05 11:33:19,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:31:49,5370,KAJABURE FILTRO,2,6,12
CAFEZAL_PREMUDA,2023-11-05 11:31:49,2271,SERVIZIO,2,0.5,1
CAFEZAL_SOLFERINO,2023-11-05 11:30:14,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:29:56,2141,BRIOCHE MARMELLATA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:29:56,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:29:32,2069,COOKIE,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:28:22,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 11:28:22,1133,BRIOCHE CREMA,1,2.8,2.8
CAFEZAL_CSO_MAGENTA,2023-11-05 11:23:09,5010,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-11-05 11:22:55,2201,CAPPUCCINO SINGLE ORIGIN,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:22:55,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 11:22:55,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:22:55,2069,COOKIE,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:22:23,2093,"ACQUA GASATA 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-11-05 11:22:23,2001,CAPPUCCINO,2,2,4
CAFEZAL_PREMUDA,2023-11-05 11:22:23,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 11:22:23,2069,COOKIE,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:20:49,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 11:20:49,5313,MIGNON,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:20:49,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:20:49,2022,CAFFE LATTE,1,4,4
CAFEZAL_PREMUDA,2023-11-05 11:20:49,2091,BICCHIERE ACQUA,1,0.5,0.5
CAFEZAL_PREMUDA,2023-11-05 11:20:49,2142,BRIOCHE COTTO ROBIOLA,1,4.5,4.5
CAFEZAL_PREMUDA,2023-11-05 11:16:51,1175,BRIOCHE VUOTA INTEGRALE,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:16:51,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-11-05 11:16:21,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:16:21,1073,BANANA BREAD,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-11-05 11:16:21,5329,PASTEL DE NATA,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:16:21,2346,MUFFIN,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-11-05 11:16:21,1003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-11-05 11:15:41,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-11-05 11:15:41,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:15:41,2133,BRIOCHE CREMA,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:15:40,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 11:15:40,1017,ATLANTICO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:14:34,2015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:14:34,1139,BRIOCHE CIOCCO NOCCIOLE,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-11-05 11:14:34,1060,COPACABANA 10 CAPSULE,1,6.5,6.5
CAFEZAL_SOLFERINO,2023-11-05 11:14:34,1003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-11-05 11:14:34,2070,BRIOCHE VUOTA,2,1.5,3
CAFEZAL_PREMUDA,2023-11-05 11:14:34,2022,CAFFE LATTE,1,4,4
CAFEZAL_PREMUDA,2023-11-05 11:14:34,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:14:34,5316,SALMON AVO TOAST,1,9.5,9.5
CAFEZAL_PREMUDA,2023-11-05 11:14:34,2271,SERVIZIO,1,2,2
CAFEZAL_PREMUDA,2023-11-05 11:14:34,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-11-05 11:14:34,2270,COPERTO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:14:34,2139,BRIOCHE CIOCCO,2,2.5,5
CAFEZAL_SOLFERINO,2023-11-05 11:14:00,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-11-05 11:14:00,5329,PASTEL DE NATA,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:14:00,5313,MIGNON,2,1.8,3.6
CAFEZAL_SOLFERINO,2023-11-05 11:11:51,1174,BRIOCHE VUOTA,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-11-05 11:11:51,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:11:51,1223,THE DAMMAN,1,5,5
CAFEZAL_SOLFERINO,2023-11-05 11:11:51,1139,BRIOCHE CIOCCO NOCCIOLE,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-11-05 11:11:51,1069,COOKIE,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:11:51,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:10:02,2139,BRIOCHE CIOCCO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-11-05 11:10:02,2270,COPERTO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-11-05 11:10:02,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-11-05 11:10:02,5318,ACAI CREME,1,8,8
CAFEZAL_PREMUDA,2023-11-05 11:10:02,2003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-11-05 11:10:02,2003,FLAT WHITE,1,4.3,4.3
CAFEZAL_PREMUDA,2023-11-05 11:10:02,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_SOLFERINO,2023-11-05 11:08:36,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-11-05 11:08:36,2142,BRIOCHE COTTO ROBIOLA,1,6,6
CAFEZAL_SOLFERINO,2023-11-05 11:08:36,1141,BRIOCHE CIOCCO ARANCIA,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-11-05 11:08:36,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:07:07,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-11-05 11:07:07,2001,CAPPUCCINO,2,2.5,5
CAFEZAL_SOLFERINO,2023-11-05 11:06:30,1073,BANANA BREAD,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-11-05 11:06:30,1139,BRIOCHE CIOCCO NOCCIOLE,1,2.8,2.8
CAFEZAL_PREMUDA,2023-11-05 11:06:03,2139,BRIOCHE CIOCCO,1,18.3,18.3
CAFEZAL_SOLFERINO,2023-11-05 11:05:58,1073,BANANA BREAD,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-11-05 11:05:58,1174,BRIOCHE VUOTA,1,1.8,1.8
CAFEZAL_SOLFERINO,2023-11-05 11:05:58,1218,FILTER TIER 2,2,6,12
CAFEZAL_SOLFERINO,2023-11-05 11:05:58,1081,TOAST,2,7,14
CAFEZAL_PREMUDA,2023-11-05 11:04:59,5348,AVOEGG BRUNCH,2,25,50
CAFEZAL_SOLFERINO,2023-11-05 11:04:46,2001,CAPPUCCINO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-11-05 11:04:46,1073,BANANA BREAD,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-11-05 11:04:46,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-11-05 11:04:46,1014,GARIBALDI,1,1,1
CAFEZAL_SOLFERINO,2023-11-05 11:04:46,1021,SOIA/OAT,1,0.5,0.5
CAFEZAL_PREMUDA,2023-11-05 11:04:09,2014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-11-05 11:03:07,1174,BRIOCHE VUOTA,2,1.8,3.6
CAFEZAL_SOLFERINO,2023-11-05 11:03:07,2001,CAPPUCCINO,1,2.5,2.5
