Branch,Train_R2,Train_RMSE,Test_R2,Test_RMSE
CAFEZAL_PREMUDA,0.9781060601350818,110.48460215879045,0.8621788225382835,284.82119460234446
CAFEZAL_SOLFERINO,0.9731575967104372,79.43018731996816,0.7939652416190803,211.45788046110977
CAFEZAL_S_GREGORIO,0.9469525190219795,43.77475581042833,0.5886639528068481,164.11231392584696
CAFEZAL_CSO_MAGENTA,0.9372619097820762,38.61854950688336,0.48058060884353737,121.49301258898433
